,available_beds_without_oxygen,hospital_name,amc_available_beds_with_oxygen,district,amc_occupied_beds_without_oxygen,private_occupied_beds_with_oxygen,available_icu_beds_with_ventilator,private_available_icu_beds_without_ventilator,available_icu_beds_without_ventilator,private_occupied_beds_without_oxygen,hospital_address,amc_occupied_beds_with_oxygen,private_available_beds_without_oxygen,private_occupied_icu_beds_without_ventilator,total_beds_with_oxygen,total_beds_without_oxygen,amc_available_beds_without_oxygen,area,total_icu_beds_with_ventilator,pincode,private_occupied_icu_beds_with_ventilator,amc_available_icu_beds_with_ventilator,amc_occupied_icu_beds_without_ventilator,amc_occupied_icu_beds_with_ventilator,available_beds_with_oxygen,amc_available_icu_beds_without_ventilator,private_available_beds_with_oxygen,total_icu_beds_without_ventilator,private_available_icu_beds_with_ventilator,hospital_phone,last_updated_on,hospital_poc_phone,charges,__delete__,hospital_poc_name,hospital_poc_designation,total_beds_allocated_to_covid,state,hospital_category,hospital_poc_email,facility_id,fee_regulated_beds,Notes,available_beds_allocated_to_covid,officer_name,officer_designation,bed_breakup,last_updated_time,last_updated_date
1654,108,Aarihant Ayurvedic & Aarihant Homoeopathic,,Gandhinagar,,,3,,2,,"20 GROUND FLOOR SWASTIK COMPLEX BELLOW IDP SCHOOL MOTERA NR BANK OF BARODA, VILLAGE GATE, Motera Stadium Rd, opp. MOTERA, Motera, Ahmedabad, Gujarat 380005, India",,,,12,108,,Gandhinagar,3,380005,,,,,12,,,2,,,1621741700000.0,9898937787,PRIVATE,,Shashvat Trivedi,Nodal Officer,125,,,,,,,,,,,,
1655,2,Aarna Multispeciality Hospital,,Gandhinagar,,,0,,0,,"60,, 43, Bhairavnath Rd, Archana Society, Bhairavnath, Maninagar, Ahmedabad, Gujarat 380028, India",,,,18,2,,Gandhinagar,0,380028,,,,,18,,,0,,,1621742611000.0,9950800590,PRIVATE,,Devendra sharma,Nodal Officer,20,,,,,,,,,,,,
1656,0,"Aashka Hospital,Sargasan (DCH)",,Sargasan,,,10,,0,,"Gandhinagar Bypass Rd, Sargasan, Gandhinagar, Gujarat 382421, India",,,,75,0,,Sargasan,25,382421,,,,,40,,,0,,,1621738390000.0,7575007701,PRIVATE,,Dr. Parth Varde,Nodal Officer,100,,,,,,,,,,,,
1657,5,Amba Health Centre & Hospital Adalaj,,tri mandir sankul adlaj,,,0,,1,,"Trimandir temple complex, Simandhar City, Adalaj, Gujarat 382421, India",,,,16,5,,tri mandir sankul adlaj,2,382421,,,,,12,,,2,,,1621738457000.0,9924348881,PRIVATE,,Jiten Bhai,Nodal Officer,25,,,,,,,,,,,,
1658,14,Apollo Hospital (DCH),,Plot 1A GIDC Estate Bhat Gandhinagar,,,0,,0,,"Plot No, 1A, Gandhinagar - Ahmedabad Rd, GIDC Bhat, Bhat, Ahmedabad, Gujarat 382428, India",,,,46,18,,Plot 1A GIDC Estate Bhat Gandhinagar,3,382428,,,,,16,,,13,,,1621752072000.0,7698815050,PRIVATE,,Mr. Prakash Kumar Singh,Nodal Officer,80,,,,,,,,,,,,
1659,8,Ashirvad Hospital,,"Vaishnodevi Circle, Khoraj Ghandhinagar",,,1,,4,,"Vaishnodevi Cir, Ahmedabad, Gujarat 382421, India",,,,5,8,,"Vaishnodevi Circle, Khoraj Ghandhinagar",1,382421,,,,,5,,,4,,,1621750530000.0,9574974961,PRIVATE,,Ravi Patel,Nodal Officer,18,,,,,,,,,,,,
1660,12,Ashirvad Hospital Dehgam,,Dehgam ahmedabad road Near college Dehgam,,,0,,0,,"Dahegam, Gujarat 382305, India",,,,5,12,,Dehgam ahmedabad road Near college Dehgam,0,382305,,,,,5,,,0,,,1621223871000.0,9722081295,PRIVATE,,DR.KANHAI PATEL,Nodal Officer,17,,,,,,,,,,,,
1661,11,B.M.B. Sarvajanik Hospital Veda,,Veda Ta.Kalol Di. Ghandhinagar,,,0,,0,,"Kalol, Gujarat, India",,,,4,11,,Veda Ta.Kalol Di. Ghandhinagar,0,,,,,,4,,,0,,,1621657757000.0,9106295204,PRIVATE,,Dr. Dhaval V. Patel,Nodal Officer,15,,,,,,,,,,,,
1662,6,Bansari Heart & Medical Hospital,,Gandhinagar,,,0,,0,,"Opp. Orange Mall, GJ SH 41, near Shivam Hospital, Shradhapark Society, Vishnu Nagar, Gujarat Housing Board, Chandkheda, Ahmedabad, Gujarat 382424, India",,,,8,8,,Gandhinagar,0,382424,,,,,3,,,0,,,1621739765000.0,9825514128,PRIVATE,,Dr Tushar Jani,Nodal Officer,16,,,,,,,,,,,,
1663,30,"CHC Dingucha,Kalol",,Dingucha,,,0,,0,,,,,,0,30,,Dingucha,0,,,,,,0,,,0,,,1619751362000.0,9998695202,GOVERNMENT,,Dr Amisha Aacharya,Nodal Officer,30,,,,,,,,,,,,
1664,8,CHC Kalol,,Kalol,,,0,,0,,,,,,7,8,,Kalol,0,,,,,,7,,,0,,,1621748744000.0,9687630286,GOVERNMENT,,Dr Jagdish Tank,Nodal Officer,15,,,,,,,,,,,,
1665,30,CHC Sadra,,Sadra Gandhinagar (Not started yet),,,0,,0,,,,,,0,30,,Sadra Gandhinagar (Not started yet),0,,,,,,0,,,0,,,1621740744000.0,9998566723,GOVERNMENT,,Dr. Sunil B. Patel,Nodal Officer,30,,,,,,,,,,,,
1666,2,Capital Covid Care Centre Sector 22,,Sector 22,,,0,,5,,,,,,10,2,,Sector 22,0,,,,,,10,,,5,,,1621752314000.0,9104870878,PRIVATE,,Dr Hippal Patel,Nodal Officer,17,,,,,,,,,,,,
1667,55,DCH Adarsh Hospital,,Kalol,,,0,,0,,"kirc complex, Pratap Pura Village, Kalol, Gujarat 382721, India",,,,45,55,,Kalol,0,382721,,,,,45,,,0,,,1621748830000.0,9924001907,PRIVATE,,K V Parmar,Nodal Officer,100,,,,,,,,,,,,
1668,30,DCH PSM Hospital,,"Swaminarayan gurukul, Ahmedabad Mehsana Highway, AT&PO-Saij, TA-kalol",,,1,,0,,"Opp. Kalol G.I.D.C.,Saij Ahmedabad-Mehsana Highway, AT & PO, Ta, Devkinandan Society, Saij, Kalol, Gujarat 382721, India",,,,43,30,,"Swaminarayan gurukul, Ahmedabad Mehsana Highway, AT&PO-Saij, TA-kalol",7,382721,,,,,37,,,0,,,1621743079000.0,9638052525,PRIVATE,,Mr. Vikram Patel,Nodal Officer,80,,,,,,,,,,,,
1669,4,"Divine Medical & Surgical Hospital, Randheja",,"Shyam square Randheja,Gandhinagar",,,0,,0,,,,,,5,4,,"Shyam square Randheja,Gandhinagar",0,,,,,,5,,,0,,,1621659269000.0,9558324242,PRIVATE,,Dr Smitesh Patel,Nodal Officer,9,,,,,,,,,,,,
1670,174,"GMERS General Hospital, Gandhinagar (DCH)",,Ghandhinagar,,,3,,0,,,,,,200,180,,Ghandhinagar,80,,,,,,120,,,40,,,1621742529000.0,7069012402,GOVERNMENT,,RMO Covid,Nodal Officer,500,,,,,,,,,,,,
1671,0,Gmers (Annex) Kolavada,,SMIAS Kolavada,,,0,,0,,,,,,85,0,,SMIAS Kolavada,0,,,,,,0,,,0,,,1621753393000.0,8200260114,GOVERNMENT,,Dr Umesh Vaishnav,Nodal Officer,85,,,,,,,,,,,,
1672,0,Goenka Hospital (DCH),,"Pethapur-Mahudi Road,Nr.G.G.S,Piplaj ,Gandhinagar",,,2,,13,,"Pethapur Mahudi Road Near GGS , Piplaj, Gandhinagar- 382610 Gujarat, India., Gandhinagar - Vijapur Rd, Pimplaj, Gujarat 382610, India",,,,40,0,,"Pethapur-Mahudi Road,Nr.G.G.S,Piplaj ,Gandhinagar",2,382610,,,,,39,,,18,,,1621750836000.0,9825380316,PRIVATE,,Dr. Hina Baria,Nodal Officer,60,,,,,,,,,,,,
1673,3,HiTech Hospital Sec 3,,Sec 3 GH Road Gandhinagar,,,1,,2,,"1186, GH Rd, Sector 3D, Sector 3, Gandhinagar, Gujarat 382016, India",,,,4,6,,Sec 3 GH Road Gandhinagar,6,382016,,,,,4,,,9,,,1621759698000.0,9825031929,PRIVATE,,Dr Mahipatsinh Parmar,Nodal Officer,25,,,,,,,,,,,,
1674,4,Icon Hospital,,"Shreeji Avenue, Adalaj",,,0,,0,,"shreeji avenue, Adalaj, Gujarat 382421, India",,,,11,5,,"Shreeji Avenue, Adalaj",0,382421,,,,,9,,,0,,,1621742629000.0,9824980123,PRIVATE,,Dr Hemang Shah,Nodal Officer,16,,,,,,,,,,,,
1675,2,Kanoriya Hospital and Research Center,,"Bhat, Gandhinagar",,,2,,4,,"GIDC Bhat, Bhat, Ahmedabad, Gujarat 382424, India",,,,30,2,,"Bhat, Gandhinagar",4,382424,,,,,28,,,4,,,1621750549000.0,9913092433,PRIVATE,,Dr. Bhagirath,Nodal Officer,40,,,,,,,,,,,,
1676,0,Khushi Hospital Mota chiloda,,shivam complex mota chiloda,,,0,,0,,"Shivam complex, Sadara road, Chiloda, Gujarat 382355, India",,,,20,0,,shivam complex mota chiloda,0,382355,,,,,20,,,0,,,1621745977000.0,9979371872,PRIVATE,,Dr Tejas Amin,Nodal Officer,20,,,,,,,,,,,,
1677,6,Krishna Hospital Mota Chiloda,,NARODA ROAD MOTA CHILODA,,,0,,0,,,,,,16,6,,NARODA ROAD MOTA CHILODA,0,,,,,,13,,,0,,,1621757148000.0,9909270395,PRIVATE,,Dr M D Zala,Nodal Officer,22,,,,,,,,,,,,
1678,5,Krishna Surgical Hospital Dehgam,,3rd 4th floor R J Avenue Dehgam,,,0,,6,,"4th Floor, Pushkar Annex Complex,Beside Devi Theater, near Mahaprabhuji Bethak, Naroda, Ahmedabad, Gujarat 382340, India",,,,5,5,,3rd 4th floor R J Avenue Dehgam,0,382340,,,,,5,,,6,,,1621734434000.0,9879408785,PRIVATE,,Dr Kishorsinh Rathod,Nodal Officer,16,,,,,,,,,,,,
1679,14,L J B Gohil Homoeopathic hospital,,managed by Gandhinagar homoeopathic medical college - Mubarakpur,,,0,,0,,"Gandhinagar, Gujarat State Highway 213, At, Mubarakpur, Gujarat 382721, India",,,,8,17,,managed by Gandhinagar homoeopathic medical college - Mubarakpur,0,382721,,,,,8,,,0,,,1621699173000.0,7016588815,PRIVATE,,Hitesh Dobariya,Nodal Officer,25,,,,,,,,,,,,
1680,6,Lilavati Hospital & ICU Mansa,,new patel chamber station road mansa,,,0,,2,,"A-791, Bandra Reclamation Rd, General Arunkumar Vaidya Nagar, Bandra West, Mumbai, Maharashtra 400050, India",,,,2,7,,new patel chamber station road mansa,1,400050,,,,,2,,,3,,,1621739432000.0,9081216434,PRIVATE,,Dr Sonal Patel,Nodal Officer,13,,,,,,,,,,,,
1681,9,M B Patel Sarvajanik Hospital,,Ishanpur,,,0,,0,,"Isanpur Mota, Gujarat 382321, India",,,,5,9,,Ishanpur,0,382321,,,,,3,,,0,,,1621658814000.0,7016998645,PRIVATE,,Dr. Pokar Arpit P.,Nodal Officer,14,,,,,,,,,,,,
1682,100,Manjushree research Institute of Ayurvedic Science,,Pimplaj Gandhinagar,,,0,,0,,"Gujarat State Highway 213, near GGS, Piplaj, Pethapur, Gandhinagar, Gujarat 382610, India",,,,0,100,,Pimplaj Gandhinagar,0,382610,,,,,0,,,0,,,1621750187000.0,7878374848,PRIVATE,,Dr Haresh soni,Nodal Officer,100,,,,,,,,,,,,
1683,15,Mishika multispeciality hospital,,Gandhinagar,,,0,,0,,"Near Tapovan Circle, Visat - Gandhinagar Hwy, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat 382424, India",,,,6,17,,Gandhinagar,2,382424,,,,,1,,,5,,,1621749662000.0,9316750453,PRIVATE,,Jaimin patel,Nodal Officer,30,,,,,,,,,,,,
1684,11,N. N. Sarvajanik Hospital,,Randeja,,,0,,0,,"Randheja, Gujarat 382620, India",,,,5,11,,Randeja,0,382620,,,,,4,,,0,,,1621738856000.0,9825125576,PRIVATE,,Tarunbhai Patel,Nodal Officer,16,,,,,,,,,,,,
1685,0,"NMIAS, Kolavada (CCC)",,Kolavada,,,0,,0,,,,,,0,0,,Kolavada,0,,,,,,0,,,0,,,1619029429000.0,7990477617,GOVERNMENT,,Dr. Kundan,Nodal Officer,0,,,,,,,,,,,,
1686,6,New Life Hospital Bahiyal Dehgam,,Bahiyal Dehgam,,,0,,0,,"Bahiyal, Gujarat 382308, India",,,,2,6,,Bahiyal Dehgam,0,382308,,,,,2,,,0,,,1621567779000.0,9427864294,PRIVATE,,Dr Anshu Patel,Nodal Officer,8,,,,,,,,,,,,
1687,15,Pagarav Hospital and ICU Sec 23,,"512/1 Sector 23, Gndhinagar",,,1,,5,,"Pagrav Multispeciality Hospital & ICU, 512/1 Near G-6 Circle, opp. SBI Bank, Abhinav Society, Sector 23, Gandhinagar, Gujarat 382023, India",,,,4,15,,"512/1 Sector 23, Gndhinagar",1,382023,,,,,4,,,5,,,1621409807000.0,8980809753,PRIVATE,,Dr Vaibhav Patel,Nodal Officer,25,,,,,,,,,,,,
1688,4,Pratham Children Hospital Kudasan,,Reliance cross road Kudasan gandhinagar,,,2,,5,,"Service Rd, Urjanagar 1, Kudasan, Gandhinagar, Gujarat 382421, India",,,,12,4,,Reliance cross road Kudasan gandhinagar,2,382421,,,,,12,,,5,,,1621741380000.0,9601944518,PRIVATE,,Dr Hiren Prajapati,Nodal Officer,23,,,,,,,,,,,,
1689,8,Pulse medicure hospital and Rehab centre,,Pethapur,,,0,,0,,"Pethapur, Gandhinagar, Gujarat, India",,,,8,9,,Pethapur,0,,,,,,7,,,0,,,1621739449000.0,9099375758,PRIVATE,,Dr dipen damor,Nodal Officer,17,,,,,,,,,,,,
1690,25,REVABAI GENERAL HOSPITAL SARDHAV,,Gandhinagar,,,0,,0,,"Sardhav, Gujarat 382640, India",,,,0,25,,Gandhinagar,0,382640,,,,,0,,,0,,,1621741503000.0,9825792357,PRIVATE,,DR.HIMANSHU K TRIVEDI,Nodal Officer,25,,,,,,,,,,,,
1691,10,RMRC Rajesh Hospital Kalol,,Kalol,,,0,,2,,,,,,18,10,,Kalol,0,,,,,,18,,,2,,,1621748895000.0,9428582523,PRIVATE,,Raghavdan Gadhavi,Nodal Officer,30,,,,,,,,,,,,
1692,35,Radhe Hospital VTC Kudasan,,Kudasan,,,0,,2,,"2nd Floor, B Block, Radhe Signature, Palm Road, Opp Sahjanand City, Kudasan, Urjanagar 1, Kudasan, Gandhinagar, Gujarat 382421, India",,,,28,35,,Kudasan,2,382421,,,,,26,,,8,,,1621758873000.0,9510541474,PRIVATE,,Mr. Harshal Patel,Nodal Officer,73,,,,,,,,,,,,
1693,0,"Radhe Hospital,Radhe Signature Kudasan",,Radhe signature complex Kudasan,,,0,,0,,,,,,0,0,,Radhe signature complex Kudasan,0,,,,,,0,,,0,,,1621234881000.0,9979846910,PRIVATE,,Dr Prakash Patel,Nodal Officer,0,,,,,,,,,,,,
1694,2,Rainbow Children Hospital Kudasan,,Kudasan,,,0,,0,,,,,,8,2,,Kudasan,0,,,,,,8,,,0,,,1621674855000.0,7016584653,PRIVATE,,Ilesh sharma,Nodal Officer,10,,,,,,,,,,,,
1695,15,Royal Gujarat General Hospital,,Nana chiloda,,,1,,3,,"2nd floor Royal Arcade, opp. maruti shine, new sahibag, Nana Chiloda, Ahmedabad, Gujarat 382330, India",,,,16,15,,Nana chiloda,2,382330,,,,,14,,,7,,,1621738616000.0,9067014189,PRIVATE,,Dr Jay Patel,Nodal Officer,40,,,,,,,,,,,,
1696,0,"Ruchi Hospital, Mansa  (DCH)",,Mansa,,,0,,9,,"Mansa, Gujarat 382845, India",,,,20,0,,Mansa,1,382845,,,,,19,,,9,,,1621745870000.0,9725419555,PRIVATE,,Mr. Tanmay Patel,Nodal Officer,30,,,,,,,,,,,,
1697,22,S.J.Patel hospital,,Paliad,,,0,,0,,"Paliyad, Gujarat 382735, India",,,,8,22,,Paliad,0,382735,,,,,8,,,0,,,1621749139000.0,8200866184,PRIVATE,,Dr.Mahesh Thakor,Nodal Officer,30,,,,,,,,,,,,
1698,0,"S.M.V.S Hospital, Raysan (DCH)
",,Raysan,,,0,,0,,"Gandhinagar - Ahmedabad Rd, beside Swaminarayan Dham, Randesan, Gandhinagar, Gujarat 382007, India",,,,55,0,,Raysan,3,382007,,,,,26,,,7,,,1621569793000.0,9408486044,PRIVATE,,Dr. Parth Pujara,Nodal Officer,65,,,,,,,,,,,,
1699,0,SDH Mansa,,Mansa,,,0,,0,,"Malan, Mansa, Gujarat 382845, India",,,,12,0,,Mansa,0,382845,,,,,7,,,0,,,1621734875000.0,9879045015,GOVERNMENT,,Dr Kanan Shukla,Nodal Officer,12,,,,,,,,,,,,
1700,1,Samarpan Hospital Dehgam,,Jayanti Apartment Modasa road dehgam,,,0,,0,,"JAYATI APPARTMENT, Ahmedabad - Modasa Rd, Pankaj Society, Dahegam, Gujarat 382305, India",,,,6,4,,Jayanti Apartment Modasa road dehgam,0,382305,,,,,0,,,0,,,1621761726000.0,9925372810,PRIVATE,,DR.KAVIT KOTHARI,Nodal Officer,10,,,,,,,,,,,,
1701,0,Shashwat Hospital Kudasan,,Pramukh Arcade Kudasan,,,0,,0,,"Gandhinagar Bypass Rd, Urjanagar 1, Kudasan, Gandhinagar, Gujarat 382421, India",,,,20,0,,Pramukh Arcade Kudasan,0,382421,,,,,20,,,0,,,1621582981000.0,9904852245,PRIVATE,,Dr Kandarp,Nodal Officer,20,,,,,,,,,,,,
1702,4,Shiven Children Hospital VTC Kudasan,,VTC Kudasan,,,0,,0,,"308-309 Radhe Square, Reliance Cross Road, Kudasan, Urjanagar 1, Kudasan, Gandhinagar, Gujarat 382421, India",,,,4,4,,VTC Kudasan,0,382421,,,,,2,,,0,,,1619753252000.0,9727212085,PRIVATE,,Dr Chirag Banker,Nodal Officer,8,,,,,,,,,,,,
1703,9,"Shradhha Hospital, Kalol",,KALOL,,,0,,0,,"Vaibhav Complex Near Post office, opposite Civil Hospital Kalol, Navjivan Mill Compound, Vardhaman Nagar, Kalol, Gujarat 382721, India",,,,22,10,,KALOL,2,382721,,,,,16,,,4,,,1621746526000.0,9687887007,PRIVATE,,Mr. Nakul Prajapati,Nodal Officer,38,,,,,,,,,,,,
1704,6,Shukan Hospital Dehgam,,Gandhinagar,,,0,,0,,"Naroda - Dehgam Rd, Nava Naroda, Ahmedabad, Gujarat 382330, India",,,,4,9,,Gandhinagar,0,382330,,,,,4,,,0,,,1621742335000.0,9925225799,PRIVATE,,Dr Arvind Patel,Nodal Officer,13,,,,,,,,,,,,
1705,8,Siddhi Vinayak Multispeciality Hospital Dehgam,,Station road Dehgam,,,0,,0,,"R.J. Avenue, Opposite Essar Petrol Pump, Naroda Degham Road, Anuradha Society, Dahegam, Gujarat 382305, India",,,,11,14,,Station road Dehgam,1,382305,,,,,10,,,5,,,1621738864000.0,7572999108,PRIVATE,,Dr Lalit Solanki,Nodal Officer,31,,,,,,,,,,,,
1706,47,Staff Training College sec 17,,Sector-17 Ghandhinagar,,,0,,0,,"Old M.L.A.Quarters, Sector 17, Gandhinagar, Gujarat 382016, India",,,,0,50,,Sector-17 Ghandhinagar,0,382016,,,,,0,,,0,,,1621665239000.0,9978897041,GOVERNMENT,,Dr. Hema Joshi,Nodal Officer,50,,,,,,,,,,,,
1707,7,Surmount Hospital,,"Behind D-Mart, Sector-26, Gandhinagar -382028",,,0,,0,,"Green City, Sector 26, Gandhinagar, Gujarat 382027, India",,,,21,7,,"Behind D-Mart, Sector-26, Gandhinagar -382028",2,382027,,,,,8,,,2,,,1621664309000.0,9624401999,PRIVATE,,Dr Hardik Patel,Nodal Officer,32,,,,,,,,,,,,
1708,4,Swarnee Hospital Dehgam,,Naroda dehgam road,,,0,,0,,"R.J. Avenue, Naroda - Dehgam Rd, opposite Essar Petrol Pump, Dahegam, Gujarat 382305, India",,,,8,10,,Naroda dehgam road,1,382305,,,,,0,,,1,,,1621699520000.0,9909043943,PRIVATE,,Dr Ronak Patel,Nodal Officer,20,,,,,,,,,,,,
1709,81,United Eduplus Hospital Uvarsad,,Karnavati Dental college campus uvarsad,,,0,,10,,"A/907, Uvarsad, Gandhinagar, Gujarat 382422, India",,,,25,81,,Karnavati Dental college campus uvarsad,4,382422,,,,,25,,,10,,,1621491845000.0,9879622517,PRIVATE,,Dr Urvish,Nodal Officer,120,,,,,,,,,,,,
1710,13,Vachhani Hospital,,"SECTOR - 6, Gandhinagar",,,2,,0,,"3rd Floor B-Block, Radhe Signature Kudasan, opp. Sahajanand City, Urjanagar 1, Kudasan, Gandhinagar, Gujarat 382421, India",,,,20,13,,"SECTOR - 6, Gandhinagar",2,382421,,,,,15,,,6,,,1621740053000.0,9512320014,PRIVATE,,VIJAY RAVAL,Nodal Officer,41,,,,,,,,,,,,
1711,5,Viva Health Care Adalaj,,Adalaj Gnr,,,0,,0,,"417 20th St N #1100, Birmingham, AL 35203, USA",,,,12,5,,Adalaj Gnr,0,35203,,,,,12,,,0,,,1621742655000.0,9825989520,PRIVATE,,Dr Hemant,Nodal Officer,17,,,,,,,,,,,,
1712,7,Yash Hospital Mansa,,Itadara road Mansa,,,0,,0,,,,,,8,8,,Itadara road Mansa,0,,,,,,6,,,0,,,1621748931000.0,9825514128,PRIVATE,,Dr Tushar Jani,Nodal Officer,16,,,,,,,,,,,,
1713,0,DH Agar Malwa - DCHC,,Agar Malwa,,,-1,,4,,"Agar, Madhya Pradesh 465441, India",,,,140,0,,Agar Malwa,-1,465441,,,,,66,,,10,,"9425985071, 7879466266",1621730096000.0,9425429051,,,Dr.Shashank Saxena,,,,Government,,,,,,,,,,
1714,155,Pichda warg Boys Post matric Hostel Malikhedi road Agar Malwa,,Agar Malwa,,,-1,,0,,"Ujjain - Indore Rd, Mahal Kacheri, Indore, Madhya Pradesh 452006, India",,,,0,186,,Agar Malwa,-1,452006,,,,,0,,,0,,"7223007898, 9644190018",1621729979000.0,9644190018,,,DR.KABEER BAGGA,,,,Government,,,,,,,,,,
1715,100,CCC JOBAT,,Alirajpur,,,-1,,0,,,,,,0,100,,Alirajpur,-1,,,,,,0,,,0,,", ",1621741208000.0,7247694474,,,DR Mayuri Rathod,,,,Government,,,,,,,,,,
1716,17,DH Alirajpur - DCHC,,Alirajpur,,,-1,,6,,"Alirajpur-Dahod Rd, Alirajpur, Madhya Pradesh 457887, India",,,,58,17,,Alirajpur,-1,457887,,,,,42,,,10,,"7898659339, 6266578398",1621741265000.0,9926838121,,,Dr. Santosh Solanki,,,,Government,,,,,,,,,,
1717,157,"BOYS Hostel, Alirajpur",,Alirajpur,,,-1,,0,,"Alirajpur-Dahod Rd, Ramsingh Ki Choki, Madhya Pradesh 457887, India",,,,0,160,,Alirajpur,-1,457887,,,,,0,,,0,,"7566646088, 7566027179",1621741181000.0,7805057576,,,Dr. Jaydeep Jamindar,,,,Government,,,,,,,,,,
1718,160,Eklavya Hostel Umrali,,Alirajpur,,,-1,,0,,"Village & Sondwa, Teh, &, Distt, Umrali, Madhya Pradesh 461111, India",,,,0,160,,Alirajpur,-1,461111,,,,,0,,,0,,07395 272 869,1621741314000.0,8305937601,,,Dr Rahul Dawar,,,,Government,,,,,,,,,,
1719,250,Eklavya Hostel Sejawada,,Alirajpur,,,-1,,0,,"Chandrashekhar Azad Nagar, Sejawada, Madhya Pradesh 457882, India",,,,0,250,,Alirajpur,-1,457882,,,,,0,,,0,,079998 23165,1621741291000.0,7898545837,,,Dr Manoj Kumar,,,,Government,,,,,,,,,,
1720,0,CHC KOTMA,,Anuppur,,,-1,,0,,"Anuppur, Madhya Pradesh 484224, India",,,,10,0,,Anuppur,-1,484224,,,,,0,,,0,,"7566741373, 9617322439",1621740428000.0,9893780271,,,DR MANOJ GUPTA,,,,Government,,,,,,,,,,
1721,0,SECL KOTMA HOSPITAL (BHALUMADA),,Anuppur,,,-1,,0,,,,,,10,0,,Anuppur,-1,,,,,,0,,,0,,"9179011933, 9425533833",1621740228000.0,9109491554,,,DR DEENBADHU,,,,Government,,,,,,,,,,
1722,0,CHC JAITHARI,,Anuppur,,,-1,,0,,"Kotma, Madhya Pradesh 484334, India",,,,10,0,,Anuppur,-1,484334,,,,,6,,,0,,"9713283654, 8109793352",1621740184000.0,9893974942,,,DR B P SHUKLA,,,,Government,,,,,,,,,,
1723,13,CCC KOTMA,,Anuppur,,,-1,,0,,,,,,25,25,,Anuppur,-1,,,,,,13,,,0,,"9300290006, 9300290006",1621740111000.0,9300290006,,,DR K L DIWAN,,,,Government,,,,,,,,,,
1724,12,PT T P SHUKLA MEMORIAL HOSPITAL,,Anuppur,,,-1,,0,,,,,,3,12,,Anuppur,-1,,,,,,3,,,0,,"9617841897, 9755990026",1621740275000.0,9713108020,,,MANEESH SHUKLA,,,,Private,,,,,,,,,,
1725,0,CHC RAJENDRAGRAM,,Anuppur,,,-1,,0,,"Karpa, Madhya Pradesh 484881, India",,,,10,0,,Anuppur,-1,484881,,,,,9,,,0,,"7974543286, 7067446110",1621740394000.0,9425344671,,,DR  T R CHAURASIYA,,,,Government,,,,,,,,,,
1726,0,DH Anuppur - DCHC,,Anuppur,,,-1,,1,,"Anuppur, Madhya Pradesh 484224, India",,,,40,0,,Anuppur,-1,484224,,,,,3,,,10,,"8889051720, 9993959154",1621740360000.0,9425473164,,,Dr. S R P DWIVEDI,,,,Government,,,,,,,,,,
1727,78,GOVT KANYA SIKSHA PARISHAR ANUPPUR,,Anuppur,,,-1,,0,,"Kusmahai, Madhya Pradesh 484224, India",,,,100,100,,Anuppur,-1,484224,,,,,83,,,0,,"9425184337, 9300640465",1621740317000.0,7898584653,,,DR  M S SHYAM,,,,Government,,,,,,,,,,
1728,53,ANANT HOSPITAL,,Jabalpur,,,-1,,0,,"Madan Mahal Railway Station Rd, Wright Town, Jabalpur, Madhya Pradesh 482002, India",,,,0,54,,Jabalpur,-1,482002,,,,,0,,,0,,1800 890 6909,1621748481000.0,9713288548,,,Mr. Ajay Singh,,,,Private,,,,,,,,,,
1729,19,LKT HOSPITAL,,Ashoknagar,,,-1,,0,,"Ashoknagar - Esagarh Rd, Om Colony, Ashoknagar, Madhya Pradesh 473331, India",,,,10,20,,Ashoknagar,-1,473331,,,,,2,,,0,,"9981470062, 9981470062",1621736429000.0,9981470062,,,MR LILESH TOMAR,,,,Private,,,,,,,,,,
1730,3,CHC SHADORA,,Ashoknagar,,,-1,,0,,"Shadora, Madhya Pradesh 473330, India",,,,3,5,,Ashoknagar,-1,473330,,,,,2,,,0,,", ",1621737321000.0,9131178433,,,DR. SHIVRAJ SINGH BHADOURIYA,,,,Government,,,,,,,,,,
1731,41,ANANDPUR HOSPITAL,,Ashoknagar,,,-1,,0,,"P.o. SHRI Anandpur, Sukhpur, Isagarh, Madhya Pradesh 473335, India",,,,7,43,,Ashoknagar,-1,473335,,,,,7,,,0,,075412 40734,1621737732000.0,9617377767,,,KULDEEP MAHATMA JI,,,,Private,,,,,,,,,,
1732,0,DH Ashoknagar - DCHC,,Ashoknagar,,,-1,,2,,"Ashok Nagar, Chaigara, Hoshangabad, Madhya Pradesh 473331, India",,,,120,40,,Ashoknagar,-1,473331,,,,,27,,,10,,"9425798760, 9425798760",1621731824000.0,9893015806,,,Dr. Manish Choursiya,,,,Government,,,,,,,,,,
1733,10,CH MUNGAOLI,,Ashoknagar,,,-1,,0,,"Mungaoli, Madhya Pradesh 473443, India",,,,4,10,,Ashoknagar,-1,473443,,,,,0,,,0,,"7389986622, 7389986622",1621731769000.0,7389986622,,,DR. AMIT PANDEY,,,,Government,,,,,,,,,,
1734,5,RAJSHREE NURSING HOME,,Ashoknagar,,,-1,,0,,"Kher Colony Road, Soni Colony, Yadav Colony, Ashoknagar, Madhya Pradesh 473331, India",,,,0,5,,Ashoknagar,-1,473331,,,,,0,,,0,,"9826547955, 9826547955",1621738425000.0,9826547955,,,DR SUYASH JAIN,,,,Private,,,,,,,,,,
